session_id,user_id,track_id,session_intent,mood_pre,mood_post,efficacy_rating,completed,oracle_score,efficacy_label
9cddd9b0-9eae-4475-874c-5def2cee6425,6cce782e-24f3-4a1b-a3ea-17180cd02c34,synth:track:b1ef6867-bd9c-4461-b034-bc0a4edcc867,grief_processing,3.4,1.6,7,True,0.5449,0
922e739e-4ef2-496c-a416-29db60264e9d,67933a4f-8731-406f-a24d-3995198e6701,synth:track:05d2705a-ba14-49d9-bc37-1d6804bf4fd6,sleep_induction,57.1,41.0,3,True,-1.4956,-1
99136fe1-4490-44d1-9cd7-be0310087c17,8cd3edda-99b6-40db-b265-07d7a25d5aa2,synth:track:97ebb610-a189-447d-ad80-30999ff2c536,deep_focus,32.7,26.1,1,True,0.1763,-1
bf44ad03-1212-4efa-a6b6-ba474b23e0f1,b878fe53-cce3-4314-b0ea-16dfb14af255,synth:track:569bc9e5-5014-4e9b-9372-9897b239941c,deep_focus,61.1,61.9,5,True,0.5353,0
f997536f-ebce-4103-be74-5d4abc7add9c,5a74a6db-f946-432a-afa5-4a5f361e2559,synth:track:8e762b41-10f6-403a-8580-46d9db5f8aae,sleep_induction,2.0,0.0,5,True,0.2765,0
7d30dacd-7df3-4209-bff4-c8956b980cf8,ab298b1d-ec5f-403b-9cc2-fb92f87584ed,synth:track:a059f995-c886-4c41-b6f3-ea985e24fc76,anxiety_relief,52.1,42.1,2,True,-0.8594,-1
455c20de-e544-444a-b913-2e3e8d92dabd,dd26bb43-b8a0-4cb2-8288-700d1d8d946d,synth:track:2656090f-5209-46d0-9856-0515659c5511,sleep_induction,15.5,8.4,2,True,0.1924,-1
f5db393d-ddb9-423c-858b-e7ea8c19c201,a8efac88-68cb-467b-b8a5-a7d5864c9ea9,synth:track:95764e25-7bc2-466a-9ee8-f61c8c0b0744,mood_uplift,56.1,45.3,2,False,-0.0449,-1
d2669f08-46d5-494b-96f1-731050d71a02,7b42ce8a-8c50-4956-8100-94bc8be93a98,synth:track:94f6695d-1d09-4a49-a70b-5309b5bf54c4,deep_focus,61.1,42.7,1,False,-0.2094,-1
adfe56d5-0cc3-43a1-ac55-4d92ad38e0c8,bd20bf16-b38c-4d86-b662-4991be7f58c7,synth:track:d720037b-e633-428e-8957-62b449ee1b84,anxiety_relief,39.8,23.2,1,True,-0.8996,-1
1cadae0d-349e-4813-9c79-7ebbbf042cb0,e6219be2-487d-4591-a0fd-151b5f91e345,synth:track:8f203a5c-dbd9-40cf-b225-78d76badb5c7,grief_processing,56.4,59.1,5,True,1.3328,0
1dc7d22d-45eb-4fff-a764-d753b0f59790,1666a1b2-8d4c-4c21-b83b-1c22d5301aa1,synth:track:1e33b3be-6742-4022-b54d-f758d5bf47eb,anxiety_relief,65.5,47.4,3,True,-1.0171,-1
557fcea7-1979-456d-9c9c-02d3563d092b,41424699-86ae-438c-9340-f35072df5365,synth:track:a4e0c25b-b5a3-4463-9ba1-ea221560d726,mood_uplift,33.4,16.3,4,False,-0.2074,-1
1d8bdd67-c29f-4fe4-9e7f-3294b5ef37da,ba341099-8b5d-4c90-a8d6-7a4760ef2113,synth:track:f131f5de-96b6-4a6b-bb9e-862301618000,mood_uplift,54.3,45.4,4,True,-0.0936,-1
5a7a9c8f-1761-4bed-93f2-2daf5fe75a7a,7d769e77-33ae-4911-bfd8-765746052cf4,synth:track:d54fc6c4-aeb5-4962-89b1-340d6af2e39c,anxiety_relief,58.3,70.5,8,True,2.8213,1
e988d4da-084b-46b9-9b69-7548eac7896c,85e30141-e710-45b9-af01-8b83ccc0affb,synth:track:8e24580c-3c66-4f65-93aa-ccfc5176b2b8,anxiety_relief,0.0,0.0,3,False,-1.1457,-1
24939c91-c8b8-483a-a03a-850fbcbb1351,2e596ef8-9531-46cd-86cf-371e34e00191,synth:track:88d663dd-77c2-4f1e-a6cb-7d451ba5427a,mood_uplift,37.5,25.5,4,False,-0.2045,-1
2cf3c8fd-f864-4095-8bdb-160b812691d8,6a56c56f-5583-4250-8f3d-ec4069208d53,synth:track:4c70476d-f27d-43f0-bbf6-75ffaf7caeea,deep_focus,12.3,0.0,1,True,-1.9223,-1
65be99ee-b063-4eff-a23f-4a8c6b74bd4d,30c0daf4-05d7-4e0b-8a08-abe8c7c7fe4c,synth:track:c46c4552-1aa6-4ee6-b672-38e54cac103b,deep_focus,32.0,20.8,1,False,-1.5212,-1
dca4b57b-27b5-4a0d-8765-3bf15b95fc38,836e2dcd-bd5d-4f86-9a9b-2ead1001f46c,synth:track:f4526af4-a196-4872-b14f-6f4f158a46d9,deep_focus,11.2,3.3,3,False,0.1585,-1
73e18a02-2aef-4a74-952f-69383417ceca,3b79ddde-77f2-42d9-a7ba-7a09322adad4,synth:track:5519b3ea-5a05-4901-af3d-55f90dc3bf20,sleep_induction,79.9,69.1,1,False,-1.6082,-1
4451a2f4-a7e2-4c8f-a020-03054e291590,fd6d78bd-bc20-46ce-8e11-c59cf0293f87,synth:track:2932d5c2-b2e3-4364-a551-09d5363a7a8a,mood_uplift,32.4,19.4,3,False,0.0111,-1
401a461a-28f7-4a0e-98bb-8506241d22f8,4aceb780-a54c-4e1b-9fd4-cabd0e9b2ff0,synth:track:f109721f-c6c7-4236-a378-4ed337bd1947,deep_focus,25.7,22.2,4,True,0.5235,0
0cee530e-2cac-438c-bd02-ecff4825d366,100c1498-949b-4636-abd5-770c8eed6fab,synth:track:251c7ac1-959e-4b9b-9d68-26292283de2d,anxiety_relief,0.0,0.0,1,False,-0.8859,-1
b0a3e4ce-2bf1-4ab2-88f6-99ff607cdaac,3e5b9ab9-8ae1-449f-a8c0-627a27c97bef,synth:track:6d94d681-2cf9-45d6-8eac-f9bf5d45d732,mood_uplift,39.4,31.8,1,True,-0.1102,-1
70675866-69da-4a9d-86bc-a5c078fff551,adbcc382-2e82-49ca-8d86-a12c6d3e0b9c,synth:track:5943388f-c1a7-42b3-8239-f4b10985a6a4,sleep_induction,7.3,8.5,5,True,0.2943,0
bc909c8e-901d-46aa-8c2f-1acee0464c00,d437a201-6c1e-4761-9836-1c9592a5b839,synth:track:1bea084f-45a6-472a-8159-9b23359366b7,sleep_induction,17.4,1.6,1,True,-1.8189,-1
326bab22-0679-4653-8eec-6e29188f1188,bfec80cb-3623-4687-865e-324aa362f5f2,synth:track:45e34805-63ce-4a55-83e0-557540938a9d,deep_focus,0.0,0.0,2,True,-1.6639,-1
9a5219d7-45f8-44b1-b7d3-2d98bc3d209a,1e90e6c0-b879-4817-bf61-b302954cb365,synth:track:adb7b449-5e3f-4e38-b183-4841dfd03061,mood_uplift,0.0,9.5,9,True,2.3599,1
80d1ed92-2907-48ba-aec4-ad2ae10031c2,af9ae233-df26-42cf-a17a-b9d33354adfe,synth:track:5e748fca-520d-4c56-a1a6-8a151822ced5,deep_focus,13.9,3.9,1,False,0.033,-1
417fa9f6-5169-40a2-a587-34fb0b48f9c8,2d64e411-8045-4e05-b506-f1b240d30f8c,synth:track:422b1aaa-c933-4927-b3a9-27b85bbe3d58,deep_focus,37.4,38.8,5,True,0.4862,0
94275c5f-6138-49a8-a7f4-80bd97c24acc,c9103b47-9c24-4443-bbe6-cec8d0991aa1,synth:track:555ee00c-4495-4743-93dd-0c0231f8bac3,anxiety_relief,32.1,17.3,2,False,-0.3133,-1
99a810d9-5697-41d2-a1f9-bf2d5318ee27,bd20bf16-b38c-4d86-b662-4991be7f58c7,synth:track:20d70037-1eb3-490e-893e-557591a2fc73,anxiety_relief,60.6,45.2,1,False,-1.1688,-1
120c1c06-d4cb-45c2-9cf8-7e3127802145,41ff4a08-27d2-46b8-9044-357a34de1d3d,synth:track:8057ab4e-87df-4cde-b83c-929b39f9baf5,grief_processing,2.9,4.9,6,True,0.428,0
aa3079ed-6cbb-46e8-a4bd-c2d1e71d1aa6,1eaa408a-4140-4d83-b793-4883a9b6e6db,synth:track:6efc8a9b-7618-4b4d-9f4a-0d15b4ecb399,mood_uplift,5.5,8.7,5,False,1.3326,0
23958cc0-1cb4-45f4-b575-833cfb9f46b2,e5873547-72ac-47d7-9014-1030e26d202b,synth:track:4958d329-c3c7-4415-892f-73a8556fc245,mood_uplift,16.9,0.4,3,True,-0.1437,-1
2eaba029-b437-44bb-8ab6-5a27f71ec9b1,1b1057bc-aa4a-4fe1-9aa0-c6a53fa28bd0,synth:track:2d9e978f-ccbf-4693-a534-8f54c7650093,anxiety_relief,15.6,1.5,3,True,-0.5279,-1
e8b7e2b8-d89f-4bd9-a817-136b511d4f6c,78aa46d4-a9bf-4331-a625-c20acc0a1f23,synth:track:05d2705a-ba14-49d9-bc37-1d6804bf4fd6,deep_focus,30.3,30.6,5,True,0.3121,0
5789de15-e398-4407-a4e2-e67ed3fd76c1,054025f7-eb6d-4c57-b02e-56c7febdf82b,synth:track:03c02899-dbec-4fc8-995b-732f3e6ba83a,anxiety_relief,41.2,39.3,4,True,0.3572,0
ca74edda-9bef-4bdb-9b7e-eb2845d89a53,ad395426-cbd3-44c4-b29c-ae599732e146,synth:track:7024b60f-4649-47b9-a062-eeb3e2ee77b5,deep_focus,62.3,64.4,5,True,0.2583,0
fdd02cb6-92b2-4736-8a91-7e40160bb6da,35ee8e71-4025-4ed7-85a3-ba913babb461,synth:track:64bbef10-b42e-4fe8-ab08-2d0d332540a1,mood_uplift,32.3,17.3,3,False,0.0549,-1
94fa0aac-3129-44fd-94a5-98c7b34f9245,42d504c2-f570-45ed-b196-4601035e34e0,synth:track:c9f02f9f-5e18-46ea-8eb7-2be9ff92cfac,mood_uplift,23.2,5.7,1,True,-0.3178,-1
f1163a82-9ee7-4016-987d-51e648e0211e,752fddae-4de5-43b8-a553-befd1ec953f1,synth:track:dad789d4-922a-4795-9ecd-56cc6af7a9be,sleep_induction,45.3,26.1,2,False,0.1178,-1
ac26eb36-bdb1-4974-911f-ed3115dcdf17,04a77266-1fa6-48e6-93ce-c0ac40db193d,synth:track:2794e226-086b-4191-8c34-86cf5b4cab3b,sleep_induction,28.8,21.4,2,False,-0.0783,-1
6ea89635-0c19-4eeb-8e0c-d67bd8b84732,6a183bda-a0bd-45c6-865c-0daeefead5b4,synth:track:760cdd4d-d8f8-4d51-a703-a9fb1cfd12f7,mood_uplift,52.5,59.4,7,True,1.6971,1
fa2f5f55-2460-4613-be5c-ff5be03b359f,f1849997-55e9-428a-9f6f-4730797779bf,synth:track:9a995ac4-ba66-4633-8f29-f19ff8e6532c,deep_focus,28.9,19.1,2,False,-1.2124,-1
303a97d1-39df-478d-b84b-f8f26f7e416a,e9caeae7-cde1-4f5e-885a-5f9db4085e32,synth:track:24ba929c-f453-40a0-8d80-a93847fa5388,sleep_induction,51.1,48.5,2,True,0.4638,0
3b4a271e-41e9-490e-b6dd-4d173054b61b,b912e969-fa91-43ef-9b34-ed8e3b0a5d62,synth:track:885b5047-5462-4e24-8789-16903a263c86,sleep_induction,69.5,68.5,4,False,0.4217,0
de2bcf97-1c81-495e-a18e-2826aac4d998,3de39684-d097-4531-a784-a00882ad88f1,synth:track:01263c10-4e48-473b-8f31-76a9aaf0d4b1,deep_focus,9.3,9.5,4,True,0.2133,0
36fcd2f5-bc1c-499b-b03f-6437433b325b,bf492fed-8228-4dc9-8a73-e37704bc3946,synth:track:8ffece50-b74a-496d-917b-3d88cca2c774,mood_uplift,53.0,56.6,4,True,0.5449,0
d97c1cce-80dd-437b-a432-032d93f3d027,8fda4150-cd4d-4a17-8cb3-ccb70d3198ce,synth:track:4967f37e-8ee6-4e1d-ad91-87e83177b522,mood_uplift,14.7,3.4,4,False,-0.4111,-1
a1dae2e7-9ca1-42bd-b0a8-33dfa9016be2,c6f0b1a5-ffe6-4435-acc5-32913a4bf04e,synth:track:c93ae87e-d45c-465c-8a46-11e3c678712a,sleep_induction,36.7,26.0,3,True,-2.0691,-1
7e3b87fc-8b98-40a9-8c52-86ea9b4ca70d,dc3bbab7-e2b5-4516-965e-64141fcb8560,synth:track:5aab6047-d89e-4436-8ce6-e7860c2cdd3b,anxiety_relief,48.3,29.5,2,False,-0.8941,-1
8d13652f-81e3-4eac-9b3f-faa92a4dd433,67892d9f-79a9-4917-8e32-cdb7f9e55921,synth:track:539b71d4-b9af-4edb-a007-9f59840479f0,deep_focus,44.9,25.1,2,True,-1.2544,-1
b5a6edfa-2c34-403d-bae0-29c72acda04d,68e01156-fd95-417d-90b9-c332b17361b0,synth:track:9e844f65-9c3d-4855-8ae1-935bed474c12,anxiety_relief,8.0,0.4,4,False,-0.8913,-1
67874fd9-f057-4641-8791-21dc4051f2f5,a82fd07e-807f-40d3-b1ce-0c39c0e7991d,synth:track:9d40bf35-dfe7-4b86-b818-fcf65249889e,anxiety_relief,16.1,6.1,2,True,-0.8599,-1
b2b9f445-bc20-4dfc-9966-52d47b8e04d9,b0b36e78-a6df-4a29-9dbb-dcd4fa3b33fd,synth:track:7aa971bb-0886-410e-bd19-863b8f58955b,mood_uplift,24.0,7.4,3,True,0.1818,-1
fd893c58-2df4-4d13-bca0-b0decef6818d,6b717bf6-34df-4a8b-9cb7-3e805f30358d,synth:track:9564a5fa-b68b-46b1-b997-753c0152fc02,mood_uplift,20.5,19.3,5,True,0.7812,0
1af670bb-a240-4c01-9afb-1f979eaddb6c,ec0b938e-1266-48f5-ab7a-ae413f03deb9,synth:track:942003bd-9415-4b7a-91e3-7a8f3cd7fdb1,deep_focus,20.8,13.3,1,True,-1.1257,-1
d38c8fd8-89d4-480c-83b9-bf2ded5effc4,cfc02071-bc79-4654-8d16-8d57aaa38209,synth:track:7bba45e3-dc58-4a2a-a53d-8a8746d44547,anxiety_relief,11.1,1.1,2,False,-0.7711,-1
7e958e15-801b-473d-9b23-8ba6c9e3ebec,7a956431-81b7-4f60-b75b-c92296e29ca2,synth:track:5e79818b-7085-4b0f-93fd-7e992942257d,deep_focus,37.7,25.9,1,False,-1.3222,-1
b0944510-a136-44c6-bf68-fad403b21839,2bc97fd1-c604-4d67-861c-53830144b13c,synth:track:5c768ffc-3484-457f-a8a0-82121658f403,anxiety_relief,32.2,23.5,1,False,-1.0329,-1
07a48873-499b-4cc1-9df6-6b7abe1aa903,3b79ddde-77f2-42d9-a7ba-7a09322adad4,synth:track:c16e4b40-7c09-4e5a-88aa-959a5c81b59e,sleep_induction,85.7,73.1,3,True,-1.5099,-1
74552b6a-4dcc-4e91-8f0b-c861b9bc5ae2,2e596ef8-9531-46cd-86cf-371e34e00191,synth:track:de6d66f4-942f-4f86-ae85-77f80f95e896,mood_uplift,53.7,56.1,7,True,1.0199,0
5b7cd166-ddf2-42b8-81e6-9b6233d8210a,6f2527f7-d8cd-4b50-bafc-6c1295efb2d6,synth:track:85d1e371-232e-4b30-aa19-6159e1be05de,mood_uplift,29.4,29.2,4,True,0.2338,0
8dc2bd91-6c98-4262-b303-5a0d215926bc,988c8f3a-b5b6-46d8-96d7-55bb4aa34c1a,synth:track:40576aac-a2f7-4aa6-8940-a40b6bb803e5,grief_processing,31.8,34.2,3,False,1.3506,0
cb18521a-6fb4-4cc0-8844-a889c849d807,1110dbfc-5103-4794-ac1c-f7c366003806,synth:track:c6065fd9-e170-45a5-adcd-3435784cc347,anxiety_relief,57.0,42.3,2,False,-1.0962,-1
6d751491-1bd1-4a6d-b7c0-d4ede902f4d0,a82fd07e-807f-40d3-b1ce-0c39c0e7991d,synth:track:48fe9cf0-4afa-4123-b293-4e7f6526581a,anxiety_relief,31.1,19.7,2,True,-1.0052,-1
